"","state","stab","year","congress","emp.10","emp.211","emp.486","emp.2121","emp.2212","emp.213111","emp.213112","emp.213113","emp.221112","cd_code","congressionaldistrict"
"31","01","AL",2009,111,197173.5118,0,0,588,82,0,0,0,0,"04","AL 4"
"32","01","AL",2010,111,196229.3654,0,0,566,83,0,0,0,0,"04","AL 4"
"33","01","AL",2003,108,277097.8944,0,0,0,0,0,0,0,0,"05","AL 5"
"34","01","AL",2004,108,283515.1912,0,0,0,0,0,0,0,749,"05","AL 5"
"35","01","AL",2005,109,290924.8822,0,0,0,0,0,0,0,776,"05","AL 5"
"36","01","AL",2006,109,297393.7698,0,0,0,0,0,0,0,740,"05","AL 5"
"37","01","AL",2007,110,305167.6082,0,0,0,0,0,0,0,705,"05","AL 5"
"38","01","AL",2008,110,308193.5154,0,0,0,0,0,0,0,655,"05","AL 5"
"39","01","AL",2009,111,297045.1864,0,0,0,0,0,0,0,618,"05","AL 5"
"40","01","AL",2010,111,296293.9904,0,0,16,0,0,0,0,578,"05","AL 5"
"41","01","AL",2003,108,279353.4564,31.5,0,618.6132,0,12.852,71.568,0,0,"06","AL 6"
"42","01","AL",2004,108,284463.1819,28.98,0,984.3597,0,0,79.38,0,0,"06","AL 6"
"43","01","AL",2005,109,291389.4665,30.996,0,751.032,0,0,93.4029,0,0,"06","AL 6"
"44","01","AL",2006,109,297992.7887,34.776,0,703.1043,0,0,94.752,7.4115,0,"06","AL 6"
"45","01","AL",2007,110,308044.999,29.232,0,1183.0752,0,0,96.6987,0,0,"06","AL 6"
"46","01","AL",2008,110,304262.7633,33.012,0,1253.1509,0,0,88.704,3.4587,0,"06","AL 6"
"47","01","AL",2009,111,285737.6493,36.792,0,1221.4624,0,0,75.6,0,0,"06","AL 6"
"48","01","AL",2010,111,282084.669,36.036,0,1138.7016,0,0,62.748,0,0,"06","AL 6"
"49","01","AL",2003,108,294132.7427,93.5,0,633.3868,0,38.148,212.432,0,0,"07","AL 7"
"50","01","AL",2004,108,295303.3447,86.02,0,1752.6403,14,0,235.62,0,0,"07","AL 7"
"51","01","AL",2005,109,297787.5592,92.004,0,768.968,16,0,268.5971,0,0,"07","AL 7"
"52","01","AL",2006,109,301274.2057,103.224,0,719.8957,0,0,287.248,7.5885,0,"07","AL 7"
"53","01","AL",2007,110,297090.2759,86.768,0,2030.9248,15,0,294.3013,0,0,"07","AL 7"
"54","01","AL",2008,110,293330.5662,97.988,0,2011.8491,21,0,279.296,3.5413,0,"07","AL 7"
"55","01","AL",2009,111,275841.4371,109.208,0,2060.5376,21,0,224.4,0,0,"07","AL 7"
"56","01","AL",2010,111,271851.5552,106.964,0,2173.2984,22,0,186.252,0,0,"07","AL 7"
"57","02","AK",2003,108,290565,1177,0,0,0,32,3632,0,291,"01","AK 1"
"58","02","AK",2004,108,294955,1182,0,0,0,39,3843,0,63,"01","AK 1"
"59","02","AK",2005,109,301067,1274,0,0,0,33,4121,0,67,"01","AK 1"
"60","02","AK",2006,109,305857,1372,0,0,0,34,5035,0,62,"01","AK 1"
"61","02","AK",2007,110,308887,1497,0,0,0,40,6754,0,57,"01","AK 1"
"62","02","AK",2008,110,313222,1654,0,0,0,62,7472,0,52,"01","AK 1"
"63","02","AK",2009,111,311963,1726,0,0,0,50,7394,0,51,"01","AK 1"
"64","02","AK",2010,111,315535,1652,26,0,0,30,7524,0,51,"01","AK 1"
"65","04","AZ",2003,108,189400.4334,0,73.0306,0,0,0,0,0,0,"01","AZ 1"
"66","04","AZ",2004,108,198843.1927,0,75.9913,0,0,0,0,0,0,"01","AZ 1"
"67","04","AZ",2005,109,212494.1164,0,0,0,0,0,0,0,0,"01","AZ 1"
"68","04","AZ",2006,109,222833.1216,0,0,0,0,0,0,0,0,"01","AZ 1"
"69","04","AZ",2007,110,229273.0653,0,50.3319,0,0,0,0,0,0,"01","AZ 1"
"70","04","AZ",2008,110,226518.7053,0,49.345,0,0,0,4,0,0,"01","AZ 1"
"71","04","AZ",2009,111,212505.7037,0,0,0,0,0,0,0,0,"01","AZ 1"
"72","04","AZ",2010,111,209272.7327,0,0,0,0,19.1994,0,0,0,"01","AZ 1"
"73","04","AZ",2003,108,293665.5917,0,42.9694,0,0,1.4031,4.9888,0,0,"02","AZ 2"
"74","04","AZ",2004,108,302075.5498,0,42.0087,0,0,1.559,7.4832,0,0,"02","AZ 2"
"75","04","AZ",2005,109,322047.1198,0,40,0,0,0,7.9509,0,0,"02","AZ 2"
"76","04","AZ",2006,109,338326.4335,0,40,0,0,1.0913,14.8105,0,0,"02","AZ 2"
"77","04","AZ",2007,110,339659.8832,0,41.6681,0,0,8.2627,10.2894,0,0,"02","AZ 2"
"78","04","AZ",2008,110,328301.2389,1.2472,44.655,0,0,12.0043,0,0,0,"02","AZ 2"
"79","04","AZ",2009,111,302150.2339,0,47,0,0,9.1981,4.8329,0,0,"02","AZ 2"
"80","04","AZ",2010,111,297146.4471,2.3385,45,0,0,8.4186,3.7416,0,0,"02","AZ 2"
"81","04","AZ",2003,108,328560.372,0,0,0,0,1.8792,6.6816,0,0,"03","AZ 3"
"82","04","AZ",2004,108,337124.0952,0,0,0,0,2.088,10.0224,0,0,"03","AZ 3"
"83","04","AZ",2005,109,358021.4256,0,0,0,0,0,10.6488,0,0,"03","AZ 3"
"84","04","AZ",2006,109,376497.0936,0,0,0,0,1.4616,19.836,0,0,"03","AZ 3"
"85","04","AZ",2007,110,380441.3256,0,0,0,0,11.0664,13.7808,0,0,"03","AZ 3"
"86","04","AZ",2008,110,369431.5104,1.6704,0,0,0,16.0776,0,0,0,"03","AZ 3"
"87","04","AZ",2009,111,340052.5152,0,0,0,0,12.3192,6.4728,0,0,"03","AZ 3"
"88","04","AZ",2010,111,334652.9472,3.132,0,0,0,11.2752,5.0112,0,0,"03","AZ 3"
"89","04","AZ",2003,108,328560.372,0,0,0,0,1.8792,6.6816,0,0,"04","AZ 4"
"90","04","AZ",2004,108,337124.0952,0,0,0,0,2.088,10.0224,0,0,"04","AZ 4"
"91","04","AZ",2005,109,358021.4256,0,0,0,0,0,10.6488,0,0,"04","AZ 4"
"92","04","AZ",2006,109,376497.0936,0,0,0,0,1.4616,19.836,0,0,"04","AZ 4"
"93","04","AZ",2007,110,380441.3256,0,0,0,0,11.0664,13.7808,0,0,"04","AZ 4"
"94","04","AZ",2008,110,369431.5104,1.6704,0,0,0,16.0776,0,0,0,"04","AZ 4"
"95","04","AZ",2009,111,340052.5152,0,0,0,0,12.3192,6.4728,0,0,"04","AZ 4"
"96","04","AZ",2010,111,334652.9472,3.132,0,0,0,11.2752,5.0112,0,0,"04","AZ 4"
"97","04","AZ",2003,108,328560.372,0,0,0,0,1.8792,6.6816,0,0,"05","AZ 5"
"98","04","AZ",2004,108,337124.0952,0,0,0,0,2.088,10.0224,0,0,"05","AZ 5"
"99","04","AZ",2005,109,358021.4256,0,0,0,0,0,10.6488,0,0,"05","AZ 5"
"100","04","AZ",2006,109,376497.0936,0,0,0,0,1.4616,19.836,0,0,"05","AZ 5"
"101","04","AZ",2007,110,380441.3256,0,0,0,0,11.0664,13.7808,0,0,"05","AZ 5"
"102","04","AZ",2008,110,369431.5104,1.6704,0,0,0,16.0776,0,0,0,"05","AZ 5"
"103","04","AZ",2009,111,340052.5152,0,0,0,0,12.3192,6.4728,0,0,"05","AZ 5"
"104","04","AZ",2010,111,334652.9472,3.132,0,0,0,11.2752,5.0112,0,0,"05","AZ 5"
"105","04","AZ",2003,108,312475.7524,0,0,0,0,1.7244,6.1312,0,0,"06","AZ 6"
"106","04","AZ",2004,108,320987.6478,0,0,0,0,1.916,9.1968,0,0,"06","AZ 6"
"107","04","AZ",2005,109,342013.0116,0,0,0,0,0,9.7716,0,0,"06","AZ 6"
"108","04","AZ",2006,109,359705.0565,0,0,0,0,1.3412,18.202,0,0,"06","AZ 6"
"109","04","AZ",2007,110,364719.5365,0,0,0,0,10.1548,12.6456,0,0,"06","AZ 6"
"110","04","AZ",2008,110,355104.3785,1.5328,0,0,0,14.7532,0,0,0,"06","AZ 6"
"111","04","AZ",2009,111,327312.2088,0,0,0,0,11.3044,5.9396,0,0,"06","AZ 6"
"112","04","AZ",2010,111,322377.0705,2.874,0,0,0,20.0187,4.5984,0,0,"06","AZ 6"
"113","04","AZ",2003,108,246972.8138,0,37.05,0,0,0.2358,3.1784,0,0,"07","AZ 7"
"114","04","AZ",2004,108,258015.0289,0,30.81,0,0,0.262,3.9876,0,0,"07","AZ 7"
"115","04","AZ",2005,109,269690.9537,0,0,0,0,0,1.3362,0,0,"07","AZ 7"
"116","04","AZ",2006,109,280030.8318,0,0,0,0,0.1834,2.489,0,0,"07","AZ 7"
"117","04","AZ",2007,110,284275.9747,0,37.44,0,0,1.3886,1.7292,0,0,"07","AZ 7"
"118","04","AZ",2008,110,279652.666,0.2096,40.56,0,0,2.0174,0,0,0,"07","AZ 7"
"119","04","AZ",2009,111,262766.7395,0,41.73,0,0,1.5458,0.8122,0,0,"07","AZ 7"
"120","04","AZ",2010,111,258823.9465,0.393,39.78,0,0,4.6752,0.6288,0,0,"07","AZ 7"
"121","04","AZ",2003,108,234874.6492,0,57.95,0,0,0,3.66,0,0,"08","AZ 8"
"122","04","AZ",2004,108,245852.7531,0,48.19,0,0,0,4.27,0,0,"08","AZ 8"
"123","04","AZ",2005,109,254944.9879,0,0,0,0,0,0,0,0,"08","AZ 8"
"124","04","AZ",2006,109,265029.5905,0,0,0,0,0,0,0,0,"08","AZ 8"
"125","04","AZ",2007,110,269123.7672,0,58.56,0,0,0,0,0,0,"08","AZ 8"
"126","04","AZ",2008,110,266540.4109,0,63.44,0,0,0,0,0,0,"08","AZ 8"
"127","04","AZ",2009,111,254272.4289,0,65.27,0,0,0,0,0,0,"08","AZ 8"
"128","04","AZ",2010,111,249457.236,0,62.22,0,0,0.8679,0,0,0,"08","AZ 8"
"129","05","AR",2003,108,215035,0,0,0,0,0,0,0,0,"01","AR 1"
"130","05","AR",2004,108,216651,0,0,0,0,0,0,0,0,"01","AR 1"
"131","05","AR",2005,109,217571,0,0,0,0,0,0,0,0,"01","AR 1"
"132","05","AR",2006,109,220397,0,0,0,0,0,0,0,0,"01","AR 1"
"133","05","AR",2007,110,220605,0,0,0,0,0,0,0,0,"01","AR 1"
"134","05","AR",2008,110,220423,0,18,0,0,0,67,0,0,"01","AR 1"
"135","05","AR",2009,111,213076,0,18,0,0,0,138,0,0,"01","AR 1"
"136","05","AR",2010,111,213746,0,0,0,0,0,193,0,0,"01","AR 1"
"137","05","AR",2003,108,333211,0,49,0,0,0,0,0,0,"02","AR 2"
"138","05","AR",2004,108,336612,0,49,0,0,0,0,0,0,"02","AR 2"
"139","05","AR",2005,109,341062,0,45,0,0,0,0,0,0,"02","AR 2"
"140","05","AR",2006,109,347884,0,46,0,0,0,6,0,0,"02","AR 2"
"141","05","AR",2007,110,352372,109,86,0,0,0,0,0,0,"02","AR 2"
"142","05","AR",2008,110,354712,0,257,0,0,434,399,0,0,"02","AR 2"
"143","05","AR",2009,111,345652,0,260,0,0,386,364,0,0,"02","AR 2"
"144","05","AR",2010,111,346117,0,64,0,0,380,452,0,0,"02","AR 2"
"145","05","AR",2003,108,322178,0,0,0,252,342,321,0,0,"03","AR 3"
"146","05","AR",2004,108,329198,0,0,0,246,378,404,0,0,"03","AR 3"
"147","05","AR",2005,109,341903,0,0,0,0,525,408,0,0,"03","AR 3"
"148","05","AR",2006,109,351552,0,0,0,0,579,601,0,0,"03","AR 3"
"149","05","AR",2007,110,355089,0,0,0,0,568,844,0,0,"03","AR 3"
"150","05","AR",2008,110,352218,0,0,0,334,515,1129,0,0,"03","AR 3"
"151","05","AR",2009,111,337034,130,0,0,243,428,974,0,0,"03","AR 3"
"152","05","AR",2010,111,338226,112,0,0,249,324,854,0,0,"03","AR 3"
"153","05","AR",2003,108,231591,170,151,0,0,43,350,0,0,"04","AR 4"
"154","05","AR",2004,108,231825,190,151,0,10,42,371,0,0,"04","AR 4"
"155","05","AR",2005,109,231168,189,148,0,0,48,387,0,0,"04","AR 4"
"156","05","AR",2006,109,231661,147,154,0,0,0,101,0,0,"04","AR 4"
"157","05","AR",2007,110,230040,173,155,0,0,0,102,0,0,"04","AR 4"
"158","05","AR",2008,110,226891,182,155,0,0,0,195,0,0,"04","AR 4"
"159","05","AR",2009,111,220613,236,161,0,0,0,186,0,0,"04","AR 4"
"160","05","AR",2010,111,218231,207,0,0,0,0,145,0,0,"04","AR 4"
"161","06","CA",2003,108,282036.3505,0,0,0,0,0,0,0,0,"01","CA 1"
"162","06","CA",2004,108,281835.4352,0,0,0,0,18.6018,69.0924,0,0,"01","CA 1"
"163","06","CA",2005,109,285509.8063,0,0,0,0,0,0,0,0,"01","CA 1"
"164","06","CA",2006,109,288439.7379,0,0,0,0,0,0,0,0,"01","CA 1"
"165","06","CA",2007,110,292899.4784,0,0,0,0,0,126.6694,0,0,"01","CA 1"
"166","06","CA",2008,110,291702.3566,0,0,0,0,0,147.9286,0,0,"01","CA 1"
"167","06","CA",2009,111,276218.8888,0,0,0,0,0,107.1818,0,0,"01","CA 1"
"168","06","CA",2010,111,267161.9874,0,0,0,0,0,115.154,0,0,"01","CA 1"
"169","06","CA",2003,108,227156.0606,0,0,0,0,0,0,0,0,"02","CA 2"
"170","06","CA",2004,108,228293.6066,0,0,0,0,2.3982,8.9076,0,0,"02","CA 2"
"171","06","CA",2005,109,230040.913,0,0,0,0,0,0,0,0,"02","CA 2"
"172","06","CA",2006,109,234896.0568,41,15.632,0,0,0,0,0,0,"02","CA 2"
"173","06","CA",2007,110,237287.9678,0,9.3792,0,0,0,16.3306,0,0,"02","CA 2"
"174","06","CA",2008,110,231691.7272,0,7.816,0,0,0,91.0714,0,0,"02","CA 2"
"175","06","CA",2009,111,219521.8192,0,8.5976,0,0,0,13.8182,0,0,"02","CA 2"
"176","06","CA",2010,111,216321.9202,0,0,0,0,0,14.846,0,0,"02","CA 2"
"177","06","CA",2003,108,293780.7188,13.0558,0,0,0,0,0,0,0,"03","CA 3"
"178","06","CA",2004,108,298626.4354,0,0,0,0,3.596,1.972,0,0,"03","CA 3"
"179","06","CA",2005,109,307268.7668,0,0,0,0,16.8686,7.4614,0,0,"03","CA 3"
"180","06","CA",2006,109,313152.3136,0,0,0,0,4.64,2.175,0,0,"03","CA 3"
"181","06","CA",2007,110,314551.7868,0,0,0,0,0,2.291,0,0,"03","CA 3"
"182","06","CA",2008,110,308401.8442,0,0,0,0,0,2.407,0,0,"03","CA 3"
"183","06","CA",2009,111,294243.8484,6.3028,0,0,0,0,3.596,0,0,"03","CA 3"
"184","06","CA",2010,111,285509.588,0,0,0,0,0,0,0,0,"03","CA 3"
"185","06","CA",2003,108,253074.2864,0.7192,0,0,0,0,17,0,0,"04","CA 4"
"186","06","CA",2004,108,262595.448,0,0,0,0,0,14,0,0,"04","CA 4"
"187","06","CA",2005,109,266277.84,0,0,0,0,0.6944,0.2976,0,0,"04","CA 4"
"188","06","CA",2006,109,273014.0712,0,4.368,0,0,0,0,0,0,"04","CA 4"
"189","06","CA",2007,110,275447.8696,0,2.6208,0,0,0,0,0,0,"04","CA 4"
"190","06","CA",2008,110,270480.3248,0,2.184,0,0,0,0,0,0,"04","CA 4"
"191","06","CA",2009,111,252804.352,0.3472,2.4024,0,0,0,0,0,0,"04","CA 4"
"192","06","CA",2010,111,249717.94,0,0,0,0,19,11,0,0,"04","CA 4"
"193","06","CA",2003,108,311582.7657,15.1467,0,0,0,0,0,0,0,"05","CA 5"
"194","06","CA",2004,108,316668.9231,0,0,0,0,0,0,0,0,"05","CA 5"
"195","06","CA",2005,109,326050.4757,0,0,0,0,14.6244,6.2676,0,0,"05","CA 5"
"196","06","CA",2006,109,332698.8324,0,0,0,0,0,0,0,0,"05","CA 5"
"197","06","CA",2007,110,333978.9897,0,0,0,0,0,0,0,0,"05","CA 5"
"198","06","CA",2008,110,327738.5493,0,0,0,0,0,0,0,0,"05","CA 5"
"199","06","CA",2009,111,312986.7081,7.3122,0,0,0,0,0,0,0,"05","CA 5"
"200","06","CA",2010,111,303699.1695,0,0,0,0,0,0,0,0,"05","CA 5"
"201","06","CA",2003,108,269790.9657,0,0,0,0,0,0,0,0,"06","CA 6"
"202","06","CA",2004,108,270641.6758,0,0,0,0,0,0,0,0,"06","CA 6"
"203","06","CA",2005,109,270428.0639,0,0,0,0,0,0,0,0,"06","CA 6"
"204","06","CA",2006,109,272629.4365,0,0,0,0,0,0,0,0,"06","CA 6"
"205","06","CA",2007,110,274045.7714,0,0,0,0,0,0,0,0,"06","CA 6"
"206","06","CA",2008,110,272147.3682,0,0,0,0,0,0,0,0,"06","CA 6"
"207","06","CA",2009,111,253836.2656,0,0,0,0,0,0,0,0,"06","CA 6"
"208","06","CA",2010,111,251998.4844,0,0,0,0,0,0,0,0,"06","CA 6"
"209","06","CA",2003,108,217716.5643,0,30.6965,0,0,0,0,0,0,"07","CA 7"
"210","06","CA",2004,108,219138.2829,0,0,0,0,75.4664,46.8513,0,57.6085,"07","CA 7"
"211","06","CA",2005,109,221481.82,0,0,0,0,89.4642,43.2106,0,56.7675,"07","CA 7"
"212","06","CA",2006,109,224952.7189,0,30.6965,0,0,97.376,45.645,0,59.2905,"07","CA 7"
"213","06","CA",2007,110,223003.2536,0,42.05,0,0,0,48.0794,0,0,"07","CA 7"
"214","06","CA",2008,110,219660.2999,0,51.301,0,0,0,50.5138,0,0,"07","CA 7"
"215","06","CA",2009,111,208889.7556,0,47.5165,0,0,0,75.4664,0,0,"07","CA 7"
"216","06","CA",2010,111,206188.2105,0,40.7885,0,0,0,0,0,71.485,"07","CA 7"
"217","06","CA",2003,108,438476.7024,0,0,0,0,0,0,0,0,"08","CA 8"
"218","06","CA",2004,108,428213.0952,0,0,0,0,0,0,0,0,"08","CA 8"
"219","06","CA",2005,109,431920.632,0,0,0,0,0,0,0,0,"08","CA 8"
"220","06","CA",2006,109,441270.9312,0,0,0,0,0,0,0,0,"08","CA 8"
"221","06","CA",2007,110,457806.7428,0,0,0,0,0,0,0,0,"08","CA 8"
"222","06","CA",2008,110,471473.4508,0,0,0,0,0,0,0,0,"08","CA 8"
"223","06","CA",2009,111,452306.3248,32.0892,0,0,0,0,0,0,0,"08","CA 8"
"224","06","CA",2010,111,449019.2388,37.8488,0,0,0,0,0,0,0,"08","CA 8"
"225","06","CA",2003,108,300146.173,0,0,0,0,0,8.4113,0,0,"09","CA 9"
"226","06","CA",2004,108,297584.2681,0,0,0,0,0,0,0,0,"09","CA 9"
"227","06","CA",2005,109,299034.996,0,0,0,0,0,0,0,0,"09","CA 9"
"228","06","CA",2006,109,302636.8032,0,0,0,0,0,0,0,0,"09","CA 9"
"229","06","CA",2007,110,303982.1685,0,0,0,0,0,0,0,0,"09","CA 9"
"230","06","CA",2008,110,302407.9273,0,0,0,0,0,0,0,0,"09","CA 9"
"231","06","CA",2009,111,283748.1223,0,0,0,0,0,0,0,0,"09","CA 9"
"232","06","CA",2010,111,279052.8461,0,0,0,0,0,0,0,0,"09","CA 9"
"233","06","CA",2003,108,230200.0677,0.0783,32.1346,0,0,0,0.9899,0,0,"10","CA 10"
"234","06","CA",2004,108,231368.9536,0,0,0,0,44.9376,30.3658,0,60.3074,"10","CA 10"
"235","06","CA",2005,109,233247.3189,0,0,0,0,53.3484,25.7628,0,59.427,"10","CA 10"
"236","06","CA",2006,109,236894.3206,0,32.1346,0,0,57.984,27.18,0,62.0682,"10","CA 10"
"237","06","CA",2007,110,235766.516,0,44.02,0,0,0,28.6296,0,0,"10","CA 10"
"238","06","CA",2008,110,232532.0906,0,53.7044,0,0,0,30.0792,0,0,"10","CA 10"
"239","06","CA",2009,111,220287.6438,0.0378,49.7426,0,0,0,44.9376,0,0,"10","CA 10"
"240","06","CA",2010,111,216715.0008,0,42.6994,0,0,0,0,0,74.834,"10","CA 10"
"241","06","CA",2003,108,251088.9092,11.943,10.1689,0,0,0,1.8725,0,0,"11","CA 11"
"242","06","CA",2004,108,253477.4875,12.6065,0,0,0,0,2.9747,0,19.0841,"11","CA 11"
"243","06","CA",2005,109,256026.5205,0,0,0,0,9.9525,1.2144,0,18.8055,"11","CA 11"
"244","06","CA",2006,109,260273.1568,0,10.1689,0,0,10.616,3.1625,0,19.6413,"11","CA 11"
"245","06","CA",2007,110,262854.4032,0,13.93,0,0,17.9145,3.2131,0,0,"11","CA 11"
"246","06","CA",2008,110,259514.1096,0,16.9946,0,0,15.924,0,0,0,"11","CA 11"
"247","06","CA",2009,111,244886.5517,0,15.7409,0,0,11.943,0,0,0,"11","CA 11"
"248","06","CA",2010,111,238380.8631,0,13.5121,0,0,0,0,0,25.4014,"11","CA 11"
"249","06","CA",2003,108,326363.7256,0,0,0,0,0,0,0,0,"12","CA 12"
"250","06","CA",2004,108,324204.388,0,0,0,0,0,0,0,0,"12","CA 12"
"251","06","CA",2005,109,324566.0456,0,0,0,0,0,0,0,0,"12","CA 12"
"252","06","CA",2006,109,332517.7498,0,0,0,0,0,0,0,0,"12","CA 12"
"253","06","CA",2007,110,340142.0812,0,0,0,0,0,0,0,0,"12","CA 12"
"254","06","CA",2008,110,344305.7343,0,0,0,0,0,0,0,0,"12","CA 12"
"255","06","CA",2009,111,326587.2497,6.9108,0,0,0,0,0,0,0,"12","CA 12"
"256","06","CA",2010,111,321894.9028,8.1512,0,0,0,0,0,0,0,"12","CA 12"
"257","06","CA",2003,108,300146.173,0,0,0,0,0,8.4113,0,0,"13","CA 13"
"258","06","CA",2004,108,297584.2681,0,0,0,0,0,0,0,0,"13","CA 13"
"259","06","CA",2005,109,299034.996,0,0,0,0,0,0,0,0,"13","CA 13"
"260","06","CA",2006,109,302636.8032,0,0,0,0,0,0,0,0,"13","CA 13"
"261","06","CA",2007,110,303982.1685,0,0,0,0,0,0,0,0,"13","CA 13"
"262","06","CA",2008,110,302407.9273,0,0,0,0,0,0,0,0,"13","CA 13"
"263","06","CA",2009,111,283748.1223,0,0,0,0,0,0,0,0,"13","CA 13"
"264","06","CA",2010,111,279052.8461,0,0,0,0,0,0,0,0,"13","CA 13"
"265","06","CA",2003,108,305530.2537,0,0,0,0,0,5.8077,0,0,"14","CA 14"
"266","06","CA",2004,108,303800.7784,0,0,0,0,0,9.8946,0,0,"14","CA 14"
"267","06","CA",2005,109,305824.9429,0,0,0,0,0,10.3248,0,0,"14","CA 14"
"268","06","CA",2006,109,313497.8824,0,0,0,0,0,26.8875,0,0,"14","CA 14"
"269","06","CA",2007,110,319644.1375,0,0,0,0,0,27.3177,0,0,"14","CA 14"
"270","06","CA",2008,110,321836.4333,0,0,0,0,0,0,0,0,"14","CA 14"
"271","06","CA",2009,111,302727.3707,0,0,0,0,0,0,0,0,"14","CA 14"
"272","06","CA",2010,111,299456.8049,0,0,0,0,0,0,0,14.6268,"14","CA 14"
"273","06","CA",2003,108,323784.4374,0,0,0,0,0,10.2546,0,0,"15","CA 15"
"274","06","CA",2004,108,320946.192,0,0,0,0,0,17.4708,0,0,"15","CA 15"
"275","06","CA",2005,109,324701.2746,0,0,0,0,0,18.2304,0,0,"15","CA 15"
"276","06","CA",2006,109,333354.258,0,0,0,0,0,47.475,0,0,"15","CA 15"
"277","06","CA",2007,110,340560.963,0,0,0,0,0,48.2346,0,0,"15","CA 15"
"278","06","CA",2008,110,344289.4596,0,0,0,0,0,0,0,0,"15","CA 15"
"279","06","CA",2009,111,322426.6524,0,0,0,0,0,0,0,0,"15","CA 15"
"280","06","CA",2010,111,320012.2638,0,0,0,0,0,0,0,25.8264,"15","CA 15"
"281","06","CA",2003,108,323784.4374,0,0,0,0,0,10.2546,0,0,"16","CA 16"
"282","06","CA",2004,108,320946.192,0,0,0,0,0,17.4708,0,0,"16","CA 16"
"283","06","CA",2005,109,324701.2746,0,0,0,0,0,18.2304,0,0,"16","CA 16"
"284","06","CA",2006,109,333354.258,0,0,0,0,0,47.475,0,0,"16","CA 16"
"285","06","CA",2007,110,340560.963,0,0,0,0,0,48.2346,0,0,"16","CA 16"
"286","06","CA",2008,110,344289.4596,0,0,0,0,0,0,0,0,"16","CA 16"
"287","06","CA",2009,111,322426.6524,0,0,0,0,0,0,0,0,"16","CA 16"
"288","06","CA",2010,111,320012.2638,0,0,0,0,0,0,0,25.8264,"16","CA 16"
"289","06","CA",2003,108,253341.8646,0,0,0,0,0,0,0,0,"17","CA 17"
"290","06","CA",2004,108,252734.8424,0,0,0,0,0,0,0,0,"17","CA 17"
"291","06","CA",2005,109,255197.1772,0,0,0,0,0,0,0,0,"17","CA 17"
"292","06","CA",2006,109,254586.8576,0,0,0,0,0,0,0,0,"17","CA 17"
"293","06","CA",2007,110,258406.982,0,0,0,0,0,0,0,0,"17","CA 17"
"294","06","CA",2008,110,258245.9618,0,0,0,0,0,0,0,0,"17","CA 17"
"295","06","CA",2009,111,246730.6186,0,0,0,0,0,0,0,0,"17","CA 17"
"296","06","CA",2010,111,246990.2266,0,0,0,0,0,0,0,0,"17","CA 17"
